nom_categoria;nom_sub_categoria;des_grupo_dados;cod_orgao_responsavel;nom_orgao_responsavel;nom_conjunto_dados;des_conjunto_dados;txt_url;des_frequencia_atualizacao;dth_ultima_atualizacao;nom_dicionario_dados;des_dicionario_dados;des_tipo_campo;num_ordem
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Itens - Contratos;Informações sobre os itens das contratações realizadas pelo Senado Federal. Os itens indicam com maior precisão o que está contido no objeto de uma dada contratação, como, por exemplo, um serviço, um posto de mão de obra, instalação ou fornecimento de um equipamento.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarItensPorContratacaoCsv;Diário;17/11/2022;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Licitações;Informações sobre os processos administrativos formais para aquisição de produtos e contratações de obras, serviços e funcionários terceirizados para o Senado Federal.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/licitacoes/csv;Diário;01/09/2023;SITUACAO;Representado por caracteres (C) Texto descrevendo a situação, ato ou fase da licitação realizada, sendo, por exemplo, a HOMOLOGAÇÃO a etapa final da licitação que foi bem-sucedida.;Alfabético;7
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Itens - Contratos;Informações sobre os itens das contratações realizadas pelo Senado Federal. Os itens indicam com maior precisão o que está contido no objeto de uma dada contratação, como, por exemplo, um serviço, um posto de mão de obra, instalação ou fornecimento de um equipamento.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarItensPorContratacao;Diário;17/11/2022;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Itens - Atas de Registro de Preço;Informações sobre os itens das contratações realizadas pelo Senado Federal. Os itens indicam com maior precisão o que está contido no objeto de uma dada contratação, como, por exemplo, um serviço, um posto de mão de obra, instalação ou fornecimento de um equipamento.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarItensPorContratacao;Diário;21/11/2022;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Notas de Empenho com Força de Contrato;Dados referentes às notas de empenho com força de contrato firmadas pelo Senado Federal. Casos de compra com entrega imediata e integral dos bens adquiridos, dos quais não resultem obrigações futuras, inclusive assistência técnica, em que existe a possibilidade/faculdade da Administração substituir o contrato por outro instrumento, nesse caso “notas de empenho”, conforme descrito no art. 62, §4° da Lei nº 8.666/93 ou de acordo com o art. 95 da nova Lei de Licitações (Lei nº 14.133/2021).;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarNotasEmpenho;Diário;28/06/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Licitações;Informações sobre os processos administrativos formais para aquisição de produtos e contratações de obras, serviços e funcionários terceirizados para o Senado Federal.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarLicitacoes;Diário;28/06/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Empresas Contratadas;Dados sobre todas as empresas contratadas pelo Senado Federal.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarEmpresas;Diário;28/06/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Notas de Empenho com Força de Contrato;Dados referentes às notas de empenho com força de contrato firmadas pelo Senado Federal. Casos de compra com entrega imediata e integral dos bens adquiridos, dos quais não resultem obrigações futuras, inclusive assistência técnica, em que existe a possibilidade/faculdade da Administração substituir o contrato por outro instrumento, nesse caso “notas de empenho”, conforme descrito no art. 62, §4° da Lei nº 8.666/93 ou de acordo com o art. 95 da nova Lei de Licitações (Lei nº 14.133/2021).;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/notas_empenho/csv;Diário;01/09/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;FUNDAMENTACAO_LEGAL;Representado por caracteres (C) Texto descrevendo a FUNDAMENTAÇÃO LEGAL (ex. Lei, Decreto, entre outros atos normativos/legislativos) da Ata de Preços registrada.;Alfanumérico;3
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;DATA_ATUALIZACAO;Representado por caracteres (N) Números descrevendo a DATA de atualização da respectiva Ata de Registro de Preços em sistema.;Data;4
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;GESTORES;Representado por caracteres (C) Texto informando a SIGLA do Órgão/Setor (área administrativa) que realiza a gestão contratual da respectiva Ata de Registro de Preços.;Alfabético;5
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;LICITACAO;Representado por caracteres (N) Números composto do NÚMERO do processo licitatório realizado para a respectiva Ata de Registro de Preços.;Numérico;6
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;SUBESPECIE;Representado por caracteres (C) Texto descrevendo a SUBESPÉCIE contratual, ou seja, Ata de Registro de Preços.;Alfabético;7
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;INICIO_VIGENCIA;Representado por caracteres (N) Números descrevendo a DATA de início da vigência da respectiva Ata de Registro de Preços.;Data;8
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;DATA_ASSINATURA;Representado por caracteres (N) Números descrevendo a DATA de assinatura da respectiva Ata de Registro de Preços.;Data;9
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;DATA_PUBLICACAO;Representado por caracteres (N) Números descrevendo a DATA de publicação da respectiva Ata de Registro de Preços.;Data;10
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;FIM_VIGENCIA;Representado por caracteres (N) Números descrevendo a DATA final de vigência da respectiva Ata de Registro de Preços.;Data;11
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;EMPRESA;Representado por caracteres (C) Texto descrevendo o nome da parte DETENTORA DO PREÇO, ou seja, pessoa física ou jurídica de direito privado detentora da possibilidade de fornecer um objeto ou prestar um serviço por meio de um futuro contrato com o preço registrado pela respectiva Ata de Registro de Preços.;Alfanumérico;14
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarContratos;Diário;28/06/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Aditivos;Dados relacionados aos Termos Aditivos de Contratações do Senado Federal. Termo aditivo é um instrumento firmado pelo Senado com empresa, órgão ou entidade com o intuito de alterar cláusula (s) de uma contratação original (Contrato, Acordo de Cooperação Técnica, Convênio, dentre outros). Por meio da celebração de um termo aditivo, pode-se, por exemplo, alterar cláusulas regulamentares, prorrogar a avença, suprimir ou acrescer o objeto, dentre outros.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarAditivosPorContrato;Diário;23/01/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Itens - Notas de Empenho;Informações sobre os itens das contratações realizadas pelo Senado Federal. Os itens indicam com maior precisão o que está contido no objeto de uma dada contratação, como, por exemplo, um serviço, um posto de mão de obra, instalação ou fornecimento de um equipamento.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarItensPorContratacao;Diário;17/11/2022;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.gov.br/adm-dadosabertos/swagger-ui/swagger-ui/index.html?configUrl=/adm-dadosabertos/swagger-config.json#/Contrata%C3%A7%C3%B5es/buscarAditivosPorContrato;Diário;28/06/2023;;;;None
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;CODIGO;Representado por caracteres (N) Números contendo um CÓDIGO de registro no sistema.;Numérico;1
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;OBJETO;Representado por caracteres (C) Texto descrevendo o OBJETO (bens e/ou serviços) da respectiva Ata de Registro de Preços.;Alfanumérico;12
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Empresas Contratadas;Dados sobre todas as empresas contratadas pelo Senado Federal.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/empresas/csv;Diário;01/09/2023;NOME;Representado por caracteres (C) Texto descrevendo o nome da parte contratada, ou seja, pessoa física ou jurídica de direito público ou privado que fornece um objeto ou presta um serviço contratado.;Alfanumérico;3
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Empresas Contratadas;Dados sobre todas as empresas contratadas pelo Senado Federal.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/empresas/csv;Diário;01/09/2023;CNPJ_CPF;Representado por Números (N) contendo o CNPJ (Cadastro Nacional de Pessoa Jurídica) ou CPF (Cadastro de Pessoa Física) com o formato padrão de registro oficial pelos Órgãos competentes no Governo Federal.;Numérico;2
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;NUMERO;Representado por caracteres (N) Números composto do NÚMERO SEQUENCIAL da Ata de Registro de Preços com o formato primeiramente do ANO de sua realização com até 4 (quatro) casas decimais (0000), seguido do número sequencial com até 4 (quatro) casas decimais (0000).;Numérico;2
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Empresas Contratadas;Dados sobre todas as empresas contratadas pelo Senado Federal.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/empresas/csv;Diário;01/09/2023;CODIGO;Representado por caracteres (N) Números contendo um CÓDIGO de registro no sistema.;Numérico;1
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Atas de Registros de Preços - ARP;Dados referentes às Atas de Registros de Preços (ARP) derivadas de contratações de serviços e a aquisição de bens pelo Senado Federal, quando efetuadas pelo Sistema de Registro de Preços – SRP. De acordo com o contido no inciso II, art. 2º, do Decreto nº 7.892/2013, a ata de registro de preços é o documento vinculativo, obrigacional, com característica de compromisso para futura contratação, em que se registram os preços, fornecedores, órgãos participantes e condições a serem praticadas.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/atas_registro_preco/csv;Diário;01/09/2023;MAO_DE_OBRA;Representado por caracteres (C) Texto contendo o VALOR "true" para uma Ata de Registro de Preços contendo serviços de Mão de Obra e, caso esteja definido com "false", a respectiva Ata não contém ou se refere a serviços de Mão de Obra.;Alfabético;13
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;UNIDADE_GESTORA;Representado por caracteres (C) Texto descrevendo o nome da unidade gestora do contrato.;Alfanumérico;1
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;NUMERO_CONTRATO;Representado por caracteres (C) informando a abreviatura do tipo de contratação, por exemplo, Contrato (CT), Termo de Credenciamento (TCR), entre outros; seguido de Números (N) contendo o código de identificação do contrato, composto do ANO em que foi firmada a contratação com o formato padrão de quatro dígitos (AAAA) e seguido do NÚMERO com o formato de até 4 (quatro) casas decimais (0000);Alfanumérico;2
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;CONTRATADA;Representado por caracteres (C) Texto descrevendo o nome da parte contratada, ou seja, pessoa física ou jurídica de direito público ou privado que fornece um objeto ou presta um serviço contratado.;Alfanumérico;3
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;CNPJ;Representado por Números (N) contendo o CNPJ (Cadastro Nacional de Pessoa Jurídica) ou CPF (Cadastro de Pessoa Física) com o formato padrão de registro oficial pelos Órgãos competentes no Governo Federal.;Numérico;4
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;OBJETO;Representado por caracteres (C) Texto descrevendo o objeto contratado;Alfanumérico;5
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;DATA_ASSINATURA;Data de Assinatura do Termo Contratual;Data;6
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;DATA_PUBLICACAO;Data de Publicação do Termo Contratual;Data;7
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;INICIO_VIGENCIA;Data de Início da vigência contratual;Data;8
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;FIM_VIGENCIA;Data de Fim da vigência contratual;Data;9
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;MODALIDADE;Representado por Caracteres (C) Texto informando a modalidade licitatória realizada para a contratação do bem ou serviço;Alfanumérico;10
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;NUMERO_LICITACAO;Representado por Números (N) informando o número do processo licitatório realizado para a contratação do bem ou serviço;Numérico;11
Administrativo;Contratações;Licitações e Contratos;4997;SECRETARIA DE ADMINISTRAÇÃO DE CONTRATAÇÕES;Contratos;Dados relativos aos Contratos firmados pelo Senado Federal. A definição legal do termo “Contratos” corresponde a “todo e qualquer ajuste entre órgãos ou entidades da Administração Pública e particulares, em que haja um acordo de vontades para a formação de vínculo e a estipulação de obrigações recíprocas, seja qual for a denominação utilizada.;https://adm.senado.leg.br/adm-dadosabertos/api/v1/contratacoes/contratos/csv;Diário;01/09/2023;PROCESSO;Representado por Números (N) informando o número do processo cadastrado no Sistema de Gestão Arquivística de Documentos (SIGAD) do Senado Federal.;Numérico;12
